serie,episode,content,name,time,likes_count,answer_count,sentiment,keywords,categories
safia,18,لا يصح قول قط ملائكة أو عن أطفال انهم ملائكة,@RaniaKassouri,2 weeks ago, ,0,negative,angels - children,Criticism of the Ending
safia,18,Trop fort cette série bravo a vous tous,@karimabessa7715,2 weeks ago, ,0,positive,series,Praise for the Series
safia,18,تقليد بيبيش وبيبيشة,@krimou1233,2 weeks ago, ,0,positive,imitation,Appreciation for Characters
safia,18,"Deux comediens de haut niveau .
Bravo❤",@faiza00106,2 weeks ago,2,0,positive,comedians,Praise for the Series
safia,18,ادعيولي ربي يرزقني انا وكل محروم,@nawelnono1401,2 weeks ago,2,1,positive,prayer,Emotional Response
safia,18,ربي يرزقك ويرزقني يارب يارحيم,@nawelnono1401,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,كوميديا بمتياز 💯💖🤣🤣🤣 ربي يحفظكم اللهم أمين 🤲💖💖💖,@OmMlak-z7d,2 weeks ago,1,0,positive,comedy,Praise for the Series
safia,18,والسؤال اللي يقعد يطرح نفسو : انا علاش راني نضحك و فرحتلهم شغل صاح 😂 ؟! يادرا واش عندهم طفلة ولا طفل ؟؟ انا نقول طفلة,@Moonies_Corner_dz_horror,2 weeks ago,2,0,positive,laughter - pregnancy,Emotional Response
safia,18,نستن صفية باش تلعب غير باش نسمع الغنية 😂,@NadiaYahiaoui-v7w,2 weeks ago, ,0,positive,character - song,Appreciation for Characters
safia,18,9:28 راكي تمعني على la taille 😅😅,@SalmaMima-wh7ko,2 weeks ago,2,0,positive,character - size,Appreciation for Characters
safia,18,8:51 القط صفية 😂😂😂😂,@SalmaMima-wh7ko,2 weeks ago,2,0,positive,character - cat,Appreciation for Characters
safia,18,🥰🥰🥰🥰❤️❤️❤️❤️حلقة تهبل تاع الصح,@lolabella7297,2 weeks ago, ,0,positive,episode,Praise for the Series
safia,18,عبد القادر جبد اسم صفية 100 خطرة في الحلقة 😂,@ridamca7088,2 weeks ago,5,0,positive,character - name,Appreciation for Characters
safia,18,نشاااااله ياربي 🤲🙏🤲🤲🤲ربي  يرزق كل محروم,@elahddifreiel3331,2 weeks ago,1,0,positive,prayer,Emotional Response
safia,18,هدي حلقة الاخيرة,@hattabroukaia,2 weeks ago,1,1,negative,episode - last,Expectation vs. Reality
safia,18,Déja ?,@Mirra1980,2 weeks ago, ,0,negative,episode - last,Expectation vs. Reality
safia,18,راجلها وش احساسو كي يشوف مرتو هكدا تمثل عادي 😮,@jasminejassou4127,2 weeks ago, ,0,negative,husband - wife - acting,Criticism of the Ending
safia,18,ادعولي ياجماعة الخير انزور بيت الله🕋 انا واهلي قبل ربي يدي امنتو يارب 🥺🤲🤍🌧,@asia-Laghouat03,2 weeks ago,9,0,positive,prayer - pilgrimage,Emotional Response
safia,18,صفية قدوه لكل نساء,@FjfggVhgc,2 weeks ago,1,0,positive,character - role model,Appreciation for Characters
safia,18,❤,@نوراعيساوي,2 weeks ago, ,0,positive,,Praise for the Series
safia,18,زمنتاوليساؤا,@نوراعيساوي,2 weeks ago, ,0,neutral,,
safia,18,يارب نكون بلحمل فهذا الشهر الكريم ادعولي تعيشو ولكم بالمثل  😢🥹 والله كامل لي كومونتاو دعيتلكم,@NinaNina-xz1yg,2 weeks ago,90,9,positive,prayer - pregnancy,Emotional Response
safia,18,اللهم آمين يارب 🤲  ان شاء الله. انا تان نكون بالحمل  يارب 🤲,@jessminebeauty8441,2 weeks ago, ,0,positive,prayer - pregnancy,Emotional Response
safia,18,Anchallah y'arabe aalamine,@Rsfk1903,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,آمين يارب يرزقنا كامل,@thouraya4769,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ادخلي عند طارق خوالدة وابشري​ @jessminebeauty8441 ,@WardaWarda-go9il,2 weeks ago, ,0,neutral,advice,Demand for More Content
safia,18,كي ليوم ان شاء الله ربي يرزقك,@Noura-w1x,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,اللهم يبشرك بالفرح كما بشر زكرياء بيحي ❤❤❤ ادعيلي يثبتني ربي و يشفيني من لارني و يجمعني بلي نحب حلالا طيبا ❤❤❤,@TichatichaM.s,2 weeks ago, ,0,positive,prayer - joy,Emotional Response
safia,18,ربي يرزقك الذرية الصالحة و تربيهم تربية حسنة و يكونو ليك سند,@SaraIsra-ug4oy,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,🙏,@nesrinemaouche4764,2 weeks ago, ,0,positive,,Emotional Response
safia,18,ربي يرزقك ويرزقني يارب,@KenzaDjouama,6 days ago,1,0,positive,prayer,Emotional Response
safia,18,وهدا راجل يخلي مرا اونسات 😂,@badrokaim9824,2 weeks ago,2,0,positive,husband - wife - laughter,Emotional Response
safia,18,ضحكتوني ليوم 😂😂😂😂😂😂😂,@safiakhemiri6326,2 weeks ago,1,0,positive,laughter,Emotional Response
safia,18,والله صح تلقا ناس قارية وتامن بهاذ الخزعبلات 😂,@Moussaalgeria-x6e,2 weeks ago,1,0,negative,people - beliefs,Criticism of the Ending
safia,18,النسا زعما علاه يلعبوها مايعرفوش بلي راهم اونسات 😂,@badrokaim9824,2 weeks ago,1,0,negative,women - ignorance,Criticism of the Ending
safia,18,Chkoun anahi Pub w natferj hhhh Safia ❤,@dassinelynda5042,2 weeks ago,1,0,positive,character - advertisement,Appreciation for Characters
safia,18,روعة,@hayt-j9r,2 weeks ago, ,0,positive,excellence,Praise for the Series
safia,18,الف مبروك صفية 😂😂 صفية عندها 18 نيوم مليح تزوجت وراهي حامل وانا 6 سنين مازال ربي لا تذرني فردا وانت خير الوارثين,@ZinaBentiti-ov1si,2 weeks ago,140,47,positive,character - pregnancy,Appreciation for Characters
safia,18,ربي يرزقك بالذرية ان شاء الله في هذا الشهر المبارك,@sairŕrrrrr22,2 weeks ago,2,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك و يرزقنا ياااارب ❤,@nissirinita3329,2 weeks ago,1,0,positive,prayer,Emotional Response
safia,18,ربي يرزقك 6 اطفال وبالاكي تولي تشتكي كي يقباحو 😅,@aminacherfa2171,2 weeks ago,4,0,positive,children,Emotional Response
safia,18,امين يا رب شكرا ربي يحفظكم,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,gratitude,Emotional Response
safia,18, @aminacherfa2171  نشاله ربي يحفظك,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,gratitude,Emotional Response
safia,18, @nissirinita3329  امين يا رب ❤️,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18, @sairŕrrrrr22  نشاله ❤️,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,رلي يعمرلك حجرك وحجري ولجميع محروم يارب,@RiaRanou,2 weeks ago,2,0,positive,prayer - offspring,Emotional Response
safia,18,وانا 14 سنة ياارب ارزقني فرحة تنسيني في عوام هدو يالي راكم صايمين ادعولي ربي يعمر حجري في وجه ربي,@karimakika8087,2 weeks ago,5,0,positive,prayer - joy,Emotional Response
safia,18,ربي يرزقك ان شاءالله انا بقيت أربع سنوات بلا ولاد ربي سبحانو رزقني بنتونة ربي بحفظها ان شاءالله تفائلي بالخير و ربي سبحانو يرزقك و بعمر حجرك و لكن ماتنسايش حكمة تاع ربي سبحانو هو أعلم بالمليحة لينا غير جنا برك.سعات ربي يهدينا متسرعين ربي يرزق كل محروم يارب العالمين 🤲❤️,@lolabella7297,2 weeks ago,2,0,positive,prayer - offspring,Emotional Response
safia,18,ياعمري ربي يرزقك من كل خير نشالله,@nanihedibel7357,2 weeks ago,1,0,positive,prayer,Emotional Response
safia,18, @sairŕrrrrr22  امين يا رب ربي يحفظكم,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18, @karimakika8087  ربي يعمر حجرك نشالله,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18, @lolabella7297  سبحانو ربي يحفظهالك نشاله ❤️,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18, @nanihedibel7357  امين يا رب ❤️,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18, @RiaRanou  امين يا رب,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18, @RiaRanou  امين يا رب,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,​ @karimakika8087 ALLAH YSSAHEL,@LALI-BAD,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ربي يرزقك و يفرحك و يرزقني و يفرحني ان شاء الله,@fatihafatiha9064,2 weeks ago,1,0,positive,prayer,Emotional Response
safia,18,ربي رزقك با لدرية الصالحة,@karimaa2279,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يعمر حجرك نشالله العام الجاي راه يجري وليدك ولا بنتك,@FaizaHachad,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,ادخلي عند طارق خوالدة وابشري​ @nissirinita3329 ,@WardaWarda-go9il,2 weeks ago, ,0,neutral,advice,Demand for More Content
safia,18,ربي يرزقكم بالذرية الصالحة,@hiba5666,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك ويرزق كل متمني الذرية الصالحة السليمة المعافاة عاجلا غير آجلا آمين يارب العالمين أجمعين,@Khadijaboutaleb-j5b,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,"​ @karimakika8087 
ربي يرزقك ويرزق كل متمني الذرية الصالحة السليمة المعافاة عاجلا غير آجلا آمين يارب العالمين أجمعين",@Khadijaboutaleb-j5b,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك ويرزق كل متمني الذرية الصالحة السليمة المعافاة عاجلا غير آجلا آمين يارب العالمين أجمعين ​ @nissirinita3329 ,@Khadijaboutaleb-j5b,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,Makach 19 walah hada wach rani nchouf fhad ramdan bravo à l'actrice,@lamiafergani,2 weeks ago,1,0,negative,episode - missing,Expectation vs. Reality
safia,18,ربي يرزقك الذرية الصالحة,@AyaAyouya-d3d,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,انا ثاني 6سنوات  ربي يرزقنا في اقرب وقت,@DodoDani-fs1rs,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,مما انا ختي قريب 7سنين معنديش ربي يرزقني اجمعين يارب,@ratibaratiba507,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك ختي ويفرحك ويعمر حجرك❤,@rachida5891,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,😂😂😂😂قتلتيني بالضحك وانا راني مغمومه .... يا ربي ارزقني انا كذلك 6 سنوات ... يا حي يا قيوم ......,@souadem4946,2 weeks ago,2,0,positive,pregnancy - humor,Emotional Response
safia,18, @sairŕrrrrr22  امين يا رب,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18, @karimakika8087  امين يا رب,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ربي يحفظكم وربي يرزقكم الكل نشاله يا رب,@ZinaBentiti-ov1si,2 weeks ago, ,0,positive,blessing,Emotional Response
safia,18,"Rabi yerz9ak w yerza9ni w yerza9 koul mahroum ya rab
ربي هب لنا من لدنك ذرية طيبة إنك سميع الدعاء",@afafemaziiz5254,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,Allah yfarhak,@lamia-mahiddine,2 weeks ago, ,0,positive,joy,Emotional Response
safia,18,ربي يرزقك الذرية الصالة يارب وتفرحي كيف اليوم يارب,@michomicho9068,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزق كل محروم بذرية,@ChobaulaAyachi-jl4cp,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ههههه و أنا 8 سنين الله يرزقك كل محرومة,@panthererose934,2 weeks ago, ,0,positive,humor - pregnancy,Emotional Response
safia,18,صفية موسم 2 حلقة 1 تبدأ في اول ايام شهر رمضان ابتداء من 18 فبراير 2026,@ChakibGames,2 weeks ago, ,0,neutral,TV show - schedule,Expectation vs. Reality
safia,18,اللهم امين ربي لا تذرني فردا وانت خير الوارثين,@kamar5667,12 days ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك ويرزقني وكل محروم ياااااارب ياااااارب,@kaldLmoudaa-b1f,8 days ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك بتوؤم انشاءلله,@AbdelrahimRahim-c9o,7 days ago, ,0,positive,prayer - twins,Emotional Response
safia,18,ربي يرزقك ويرزقني أنا تاني 6سنين زواج ومازال,@KenzaDjouama,6 days ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك و يرزقنا الذرية الصالحة المعافاة انا 9سنوات,@lina-dc8jy,2 days ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,@lina-dc8jy  امين يارب أنا عندي 6,@KenzaDjouama,2 days ago, ,0,positive,prayer,Emotional Response
safia,18,شكون يتفق معايا بلي اجمل حلقة 😂😂,@AhlemBlh-c7m,2 weeks ago,4,1,positive,TV show - episode,Appreciation for Characters
safia,18,كل الحلقات جميلة,@FjfggVhgc,2 weeks ago, ,0,positive,TV show - episode,Praise for the Series
safia,18,خريفاات😂😂,@Nona-yt1kp,2 weeks ago, ,0,positive,humor,Emotional Response
safia,18,منتنوا,@lokmanebadaoui166,2 weeks ago, ,0,negative,disgust,Criticism of the Ending
safia,18,الله ارزق كل محروم يا رب ❤❤❤,@adelneddjar6505,2 weeks ago,6,0,positive,prayer - offspring,Emotional Response
safia,18,هذا تبهلل بزاف,@UserHayat-o3l,2 weeks ago, ,0,negative,exaggeration,Criticism of the Ending
safia,18,ربي لا تذرني فردا وانت خير الوارثين,@HabitoucheLamia-xf4pu,2 weeks ago,3,0,positive,prayer - offspring,Emotional Response
safia,18,اللهم صلي على سيدنا محمد,@KarimLayadi,2 weeks ago,5,0,positive,prayer,Emotional Response
safia,18,هادي حلقة هيلة,@kamelkh6276,2 weeks ago, ,0,positive,TV show - episode,Praise for the Series
safia,18,ربي لا تذرني فردا وانت خير الوارثين,@ManelManeo,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,اجيح عمل دارتو هادي صفية اععقق,@MeriemMimi-ge7yu,2 weeks ago,2,0,negative,TV show - character,Criticism of the Ending
safia,18,رني نشوف  في مسلسل صفية👍💐,@NawelSafou-s6s,2 weeks ago, ,0,positive,TV show,Praise for the Series
safia,18,🤣👍,@sonyaramou8526,2 weeks ago, ,0,positive,humor,Emotional Response
safia,18,پاين صفية تتوحم,@phonehouse6285,2 weeks ago,1,0,positive,TV show - character - pregnancy,Character Analysis
safia,18,😅,@MimiMimi-h4m,2 weeks ago, ,0,positive,humor,Emotional Response
safia,18,أدعولي ربي يشفيني دعوة أربعون غريب مستجابة 😢💔,@nina-el9zb,2 weeks ago (edited),17,3,negative,health - prayer,Emotional Response
safia,18,ربي يشافيك ويعافيك طهور إن شاء الله,@FjfggVhgc,2 weeks ago,1,0,positive,prayer - health,Emotional Response
safia,18,@FjfggVhgc  يا رب,@nina-el9zb,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ربي يشفيك نشالله ياربي,@AyacheAyache-z1v,2 weeks ago, ,0,positive,prayer - health,Emotional Response
safia,18,ادعولي نكون بالحمل في هذا الشهر رمضان ولكل محروم يارب,@sadaoanas,2 weeks ago,189,19,positive,prayer - pregnancy,Emotional Response
safia,18,امين,@براءةتسنيماسراء,2 weeks ago,1,0,positive,prayer,Emotional Response
safia,18,ربي يرزقك بالذرية الصالحة عاجلا غير آجل,@houdaiko4919,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,"ادعيولي انا ختكم ثاني 
ربي يعمر حجري والله دمعت عيني",@fairouzbkh5706,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك او يرزقني نشالله ياربي 😢😢😢,@KamelHanfough,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,اللهم ارزق كل من يريد الذرية وانبتها نبات حسن يارب,@MereimAlaa-h6z,2 weeks ago,2,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزق ويرزقني في اقرب وقت,@NourNour-gn8ui,2 weeks ago,1,0,positive,prayer - offspring,Emotional Response
safia,18,@MereimAlaa-h6z  امين يارب العالمين اجمعين,@KamelHanfough,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,@NourNour-gn8ui  اللهم آمين يارب العالمين,@KamelHanfough,2 weeks ago,1,0,positive,prayer,Emotional Response
safia,18,امين يارب ليك وليا ولجميع المومنين يارب,@RiaRanou,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ربي يرزقك الذرية الصالحة,@FjfggVhgc,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,امين,@AsAs-c7i6z,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,اللهم آمين يا ذو الجلال والاكرام,@LoulouVioletta,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ربي يرزقك و يرزقني ان شاء الله,@fatihafatiha9064,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك ام شاء الله,@RachidaAbdelaziz,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,نشاالله,@nadjibghiti7960,2 weeks ago, ,0,positive,prayer,Emotional Response
safia,18,ربي يعمر حجرك.,@aminpopcat,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك ويرزق كل متمني الذرية الصالحة السليمة المعافاة عاجلا غير آجلا آمين يارب العالمين أجمعين,@Khadijaboutaleb-j5b,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك يا رب,@chebirasiham9190,2 weeks ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,ربي يرزقك يارب,@KenzaDjouama,6 days ago, ,0,positive,prayer - offspring,Emotional Response
safia,18,قط ملايكة ......😢,@AllelDido,2 weeks ago,1,0,positive,humor - cats,Emotional Response
safia,18,وانا علاش فرحت 😂😂😂😂😂😂,@FelaFifi-s5g,2 weeks ago,4,0,positive,humor,Emotional Response
safia,18,احسن حلقة❤❤❤❤,@AtikaMazyani,2 weeks ago, ,0,positive,TV show - episode,Praise for the Series
safia,18,واحدهم   صفية   و  ❤عبد القادر,@nabilanab650,2 weeks ago, ,0,positive,TV show - characters,Appreciation for Characters
safia,18,The end?!!,@RihemGrinat,2 weeks ago, ,0,negative,TV show - ending,Criticism of the Ending
safia,18,رااكي علا لاطاي صفية انتي عبد وانا نص عبد 😂😂😂❤🎉,@natachabenabi901,2 weeks ago,1,0,positive,humor - TV show,Emotional Response
safia,18,مالحلقة 300 للحلقة 350 باش خلااتو يدخل 😂😂😂❤,@natachabenabi901,2 weeks ago,10,1,positive,humor - TV show,Emotional Response
safia,18,صح كاين منها مسلسلات هك😂😂,@Hadil-20,2 weeks ago,1,0,positive,TV show,Praise for the Series
safia,18,لا اعرف من سيقرا تعليقي لكن اسال الله ان يرزقك الجنة وحسن الخاتمه والبركة في العمر وصحة في البدن من قراها يضع قلبا ويتابعنا وجزاكم الله خير 🌸❤️,@ZakiaVlogs-b8w,2 weeks ago,68,1,positive,prayer - blessing,Emotional Response
safia,18,"اللهم آمين إن شاء الله يارب العالمين
اللهم صلي وسلم على سيدنا محمد وبارك وعلى آله وصحبه أجمعين كما صليت وسلمت وباركت على سيدنا إبراهيم في العالمين إنك يالله حميد مجيد الله الملك القدوس",@KhadidjaBettaher,2 weeks ago (edited),1,0,positive,prayer,Emotional Response
safia,18,ههههه الف مبروك صفية وعبد القادر  تربوه بالصحة ❤❤❤❤,@FATIFati-uj7if,2 weeks ago,2,0,positive,TV show - characters,Appreciation for Characters
safia,18,صفيا علاه درينا هاكا قاع لبدعيات تاع لعيد لبستيهم,@djaberkouider5253,2 weeks ago,29,4,negative,TV show - costume,Criticism of the Ending
safia,18,😂😂,@MaindorAlouane,2 weeks ago,1,0,positive,humor,Emotional Response
safia,18,😂😂😂😂😂,@GmouGmouNomi,2 weeks ago, ,0,positive,humor,Emotional Response
safia,18,صح شتي البيستاش تهبل والصفراء يدرى منين تشري صفية ههه,@azeddinemezenner5684,2 weeks ago, ,0,positive,humor - TV show,Emotional Response
safia,18,صفية طيحت علينا السوڨ تاع العيد لبستهم ڨاع وواتاوها الصراحة ❤,@BCM1984,2 weeks ago, ,0,positive,TV show - costume,Character Analysis
safia,18,تبهديلة وخلاص,@BNMADRIDIff,2 weeks ago,1,0,negative,TV show,Criticism of the Ending
safia,18,يطوط كي الكابريس,@NassimaDroit,2 weeks ago,1,0,positive,humor,Emotional Response
safia,18,الاخت لي دارتلي   متابعة الله يجعل ايامك كلها فرح وسعادة ويفتح عليك بيبان الرزق ويسر امورك  ولي جبرتي بخاطري الله يجبر بخاطرك ويجيك خبر يخليك طايرة من الفرحة يارب العالمين 😊🤲,@cuisinedubonheur_dz9988,2 weeks ago,28,0,positive,blessing,Emotional Response
safia,18,❤❤❤❤❤❤❤,@atikadel5657,2 weeks ago,1,0,positive,love,Emotional Response
safia,18,عروستنا من جوايه البليدة تهدر هكدا نشبعو ضحك على هدرة بصح ناس ملاح,@issmafassi7602,2 weeks ago,12,4,positive,humor - dialect,Emotional Response
safia,18,تع بليدة ما يهدروش هكا جامي انا بليدية منهدروش قاع هكا,@docteursellami1820,2 weeks ago,3,0,negative,dialect,Criticism of the Ending
safia,18,علاه تموتي بضحك نتما  كيفا ش تهدرو الإنجليزية 6:52,@nassiraelbey8322,2 weeks ago,4,0,positive,humor - dialect,Emotional Response
safia,18,كاين جيهة فالبليدة يهدرو هكدا,@hafsay1626,2 weeks ago, ,0,positive,dialect,Character Analysis
safia,18,كاين جوايه يهدرو هكا ولا تع بكري مي عندها كلمات ولاكسون شوية تع البليديين وزيد حنا نكسلو الهدرة برك هي باش تضحك ناس لاكسو حمقتها هذا مكان​ @docteursellami1820 ,@user-fi6vd3tb7r,7 days ago, ,0,positive,dialect - humor,Emotional Response
safia,18,بصح علاه نحاو اللقطة تاع البيتزا 😮😮,@fellafella2217,2 weeks ago,1,0,negative,TV show - editing,Criticism of the Ending
safia,18,و انا علاه راني ضحكت معاهم😂😂😂,@mariamladjeroud3887,2 weeks ago,26,0,positive,humor,Emotional Response
safia,18,ڨط ملايكة 😅😅😅,@fellafella2217,2 weeks ago,1,0,positive,humor - cats,Emotional Response
safia,18,رانا جينا,@FatihaChawi-b5i,2 weeks ago,1,0,positive,TV show,Praise for the Series
safia,18,هي صح تمثيل ولكن بسك حنا شعب جزائري مسلم والفنا الحياء والحشمة جاتني عيب كي صفية مثلت حامل ويبقى هذا رايي,@FarahFarouha-kd5lx,2 weeks ago,18,2,negative,TV show - content,Criticism of the Ending
safia,18,وعلاه مانبا مقالتهاش,@sairŕrrrrr22,2 weeks ago,1,0,negative,TV show - content,Criticism of the Ending
safia,18,مام انا,@jasminejassou4127,2 weeks ago,1,0,negative,TV show - content,Criticism of the Ending
safia,18,🤣🤣🤣🤭🤣🤭🤭,@aminahamidou1120,2 weeks ago,1,0,positive,humor,Emotional Response
safia,18,😂😂😂😂😂😂😂😂 صفية قمة فتمثيل,@souadzanabi9666,2 weeks ago,2,0,positive,TV show - acting,Praise for the Series
safia,18,خلي القطوطا في حالهم حتى علاقة دك الموسوسين ڤاع تكحل قلبهم على القط والقط بالعكس  ينحي السحر,@DerbahYasmina,2 weeks ago,9,0,negative,TV show - cats,Criticism of the Ending
safia,18,هههههه هذي انا اليوم😂😂😂,@عطرالنداء-ح5ث,2 weeks ago,1,0,positive,humor,Emotional Response
safia,18,حلقة اليوم مخ مخ مخ روووووووووووعة هبلتني واااااااااو❤❤❤❤❤❤,@nournourita9179,2 weeks ago,3,0,positive,TV show - episode,Praise for the Series
safia,18,والله ههههه هههههه ههههه هههههه ❤❤❤,@BbbhLt,2 weeks ago,1,0,positive,humor,Emotional Response
safia,18,معامكم سامي من سلسلة بنات المحروسة ❤ اشكركم على المشاهدة و برنامج صفية جيد ❤,@Pixl_ouss,2 weeks ago (edited),22,2,positive,TV show,Praise for the Series
safia,18,السلام عليكم 😊,@MeriemBlbrhm,2 weeks ago, ,0,positive,greeting,Emotional Response
safia,18,ندروني حلقة 19 تع مسلسل صفية😊,@MeriemBlbrhm,2 weeks ago (edited), ,0,negative,TV show - episode,Demand for More Content
safia,18,يسمى نتي عبد وانا نص عبد😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@LindaBen-k5f,2 weeks ago,1,0,positive,humor - TV show,Emotional Response
safia,18,ياااناس ادعو لماما برحمة 😢,@نصائحمنالقلبالفراشةالصغير,2 weeks ago,19,2,negative,prayer - loss,Emotional Response
safia,18,الله يرحمها ويغفر لها ويجعل مثواها الجنة الفردوس الأعلى,@Lilisol08,2 weeks ago, ,0,positive,prayer - condolences,Emotional Response
safia,18,Alh yarhamha nchallah,@dassinelynda5042,2 weeks ago, ,0,positive,prayer - condolences,Emotional Response
safia,18,ربي لا تذرني فردا و انت خير الوارثين,@JoujouJiji-ht3bj,2 weeks ago,5,1,positive,prayer - family,Emotional Response
safia,18,آمين ربي يرزقنا اجمعين,@Najwa_97_Bou,2 weeks ago, ,0,positive,prayer - blessing,Emotional Response
safia,18,ادعولي معاكم ربي يشافيني وعافيني يارب العالمين راني مريضة دعواتكم بالشفاء العاجل 🤲🤲😭🤲😭😭😭,@يحييفرحح,2 weeks ago,33,4,negative,illness - healing,Emotional Response
safia,18,ربي يشفيك ويعفيك انشاء الله,@boukhebou,2 weeks ago, ,0,positive,healing - blessing,Emotional Response
safia,18,ربي يشفيك ان شاء الله,@ghaniaimloul6894,2 weeks ago, ,0,positive,healing - blessing,Emotional Response
safia,18,ربي،يشافيك،ويشافي،جميع،المرضى,@الوالدين-ح7غ,12 days ago, ,0,positive,healing - blessing,Emotional Response
safia,18,ربي يشفيك,@KenzaDjouama,6 days ago, ,0,positive,healing - blessing,Emotional Response
safia,18,اليوم جيت نشوف قبل المواعن,@zahrasara9872,2 weeks ago,1,0,neutral,TV show - episode,Expectation vs. Reality
safia,18,صحا قعدتكم ومشاهدة ممتعة للجميع ديرو لي جام ❤😊,@Gloriesofwarrios,2 weeks ago,22,0,positive,TV show - enjoyment,Praise for the Series
safia,18,والفت السقايط يا عبد الق,@bazizfadila,2 weeks ago,2,0,neutral,TV show - character,Character Analysis
safia,18,❤❤❤,@WWarda-p8o,2 weeks ago,1,0,positive,TV show - enjoyment,Praise for the Series
safia,18,Hhhhh bravo 😅😅😅,@Marya-rv2im,2 weeks ago,1,0,positive,TV show - enjoyment,Praise for the Series
safia,18,😂خلاص السكاتش ومداتش نعيمة لدراها خلاتهالها في قلبها 😂,@MadatAya,2 weeks ago,37,5,positive,TV show - humor,Praise for the Series
safia,18,هذو صحابات لي يعرفو صوالحهم,@RajaRaja-jb8cc,2 weeks ago,6,0,positive,TV show - character,Appreciation for Characters
safia,18,علاه الحلقة اللخرة هذي؟,@marwaami3342,2 weeks ago,1,0,negative,TV show - disappointment,Criticism of the Ending
safia,18,الحلقة الأخيرة؟؟؟​ @marwaami3342 ,@Zinamou,2 weeks ago, ,0,negative,TV show - disappointment,Criticism of the Ending
safia,18, @marwaami3342  ايه هادي هيا الأخير ة,@MadatAya,2 weeks ago,2,0,neutral,TV show - ending,Expectation vs. Reality
